"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor"
19,13,2.00,1.00,0.10,1.00,3.15,11.68,1.46,1.00,0.68,10.00,0.21,-9.00,38.38
20,13,2.00,1.00,0.10,1.00,3.68,11.63,1.53,1.00,0.65,10.25,0.24,-9.25,36.76
16,14,2.00,1.00,0.10,1.00,1.05,12.89,1.14,1.00,0.87,9.14,0.07,-8.14,48.18
17,14,2.00,1.00,0.10,1.00,1.57,12.84,1.21,1.00,0.82,9.44,0.10,-8.44,47.55
18,14,2.00,1.00,0.10,1.00,2.10,12.78,1.28,1.00,0.77,9.72,0.14,-8.72,46.56
19,14,2.00,1.00,0.10,1.00,2.63,12.73,1.35,1.00,0.73,10.00,0.17,-9.00,45.45
20,14,2.00,1.00,0.10,1.00,3.15,12.68,1.42,1.00,0.70,10.25,0.19,-9.25,44.07
17,15,2.00,1.00,0.10,1.00,1.05,13.89,1.13,1.00,0.88,9.44,0.07,-8.44,54.18
18,15,2.00,1.00,0.10,1.00,1.57,13.84,1.20,1.00,0.83,9.72,0.10,-8.72,53.49
19,15,2.00,1.00,0.10,1.00,2.10,13.78,1.26,1.00,0.78,10.00,0.13,-9.00,52.56
20,15,2.00,1.00,0.10,1.00,2.63,13.73,1.33,1.00,0.75,10.25,0.16,-9.25,51.33
18,16,2.00,1.00,0.10,1.00,1.05,14.89,1.12,1.00,0.88,9.72,0.06,-8.72,60.34
19,16,2.00,1.00,0.10,1.00,1.57,14.84,1.18,1.00,0.84,10.00,0.09,-9.00,59.71
20,16,2.00,1.00,0.10,1.00,2.10,14.78,1.25,1.00,0.80,10.25,0.12,-9.25,58.64
19,17,2.00,1.00,0.10,1.00,1.05,15.89,1.11,1.00,0.89,10.00,0.06,-9.00,66.78
20,17,2.00,1.00,0.10,1.00,1.57,15.84,1.17,1.00,0.85,10.25,0.09,-9.25,65.99
20,18,2.00,1.00,0.10,1.00,1.05,16.89,1.11,1.00,0.90,10.25,0.05,-9.25,73.26
14,11,2.50,1.00,0.10,1.00,1.25,9.87,1.27,1.00,0.78,9.21,0.11,-8.21,35.38
15,11,2.50,1.00,0.10,1.00,1.66,9.83,1.36,1.00,0.73,9.61,0.14,-8.61,35.17
16,11,2.50,1.00,0.10,1.00,2.08,9.79,1.45,1.00,0.68,10.00,0.17,-9.00,34.69
17,11,2.50,1.00,0.10,1.00,2.50,9.75,1.54,1.00,0.64,10.36,0.20,-9.36,33.93
18,11,2.50,1.00,0.10,1.00,2.91,9.70,1.63,1.00,0.61,10.71,0.23,-9.71,32.96
19,11,2.50,1.00,0.10,1.00,3.33,9.66,1.72,1.00,0.57,11.04,0.25,-10.04,31.77
20,11,2.50,1.00,0.10,1.00,3.75,9.62,1.81,1.00,0.55,11.36,0.28,-10.36,30.40
15,12,2.50,1.00,0.10,1.00,1.25,10.87,1.25,1.00,0.80,9.61,0.10,-8.61,41.41
16,12,2.50,1.00,0.10,1.00,1.66,10.83,1.33,1.00,0.75,10.00,0.13,-9.00,41.26
17,12,2.50,1.00,0.10,1.00,2.08,10.79,1.41,1.00,0.70,10.36,0.16,-9.36,40.76
18,12,2.50,1.00,0.10,1.00,2.50,10.75,1.50,1.00,0.66,10.71,0.18,-9.71,40.05
19,12,2.50,1.00,0.10,1.00,2.91,10.70,1.58,1.00,0.63,11.04,0.21,-10.04,39.10
20,12,2.50,1.00,0.10,1.00,3.33,10.66,1.66,1.00,0.60,11.36,0.23,-10.36,37.96
16,13,2.50,1.00,0.10,1.00,1.25,11.87,1.23,1.00,0.81,10.00,0.09,-9.00,47.79
17,13,2.50,1.00,0.10,1.00,1.66,11.83,1.30,1.00,0.76,10.36,0.12,-9.36,47.59
18,13,2.50,1.00,0.10,1.00,2.08,11.79,1.38,1.00,0.72,10.71,0.14,-9.71,47.14
19,13,2.50,1.00,0.10,1.00,2.50,11.75,1.46,1.00,0.68,11.04,0.17,-10.04,46.43
20,13,2.50,1.00,0.10,1.00,2.91,11.70,1.53,1.00,0.65,11.36,0.19,-10.36,45.53
17,14,2.50,1.00,0.10,1.00,1.25,12.87,1.21,1.00,0.82,10.36,0.08,-9.36,54.38
18,14,2.50,1.00,0.10,1.00,1.66,12.83,1.28,1.00,0.77,10.71,0.11,-9.71,54.23
19,14,2.50,1.00,0.10,1.00,2.08,12.79,1.35,1.00,0.73,11.04,0.13,-10.04,53.76
20,14,2.50,1.00,0.10,1.00,2.50,12.75,1.42,1.00,0.70,11.36,0.16,-10.36,53.09
18,15,2.50,1.00,0.10,1.00,1.25,13.87,1.20,1.00,0.83,10.71,0.08,-9.71,61.27
19,15,2.50,1.00,0.10,1.00,1.66,13.83,1.26,1.00,0.78,11.04,0.10,-10.04,61.09
20,15,2.50,1.00,0.10,1.00,2.08,13.79,1.33,1.00,0.75,11.36,0.13,-10.36,60.65
19,16,2.50,1.00,0.10,1.00,1.25,14.87,1.18,1.00,0.84,11.04,0.07,-10.04,68.37
20,16,2.50,1.00,0.10,1.00,1.66,14.83,1.25,1.00,0.80,11.36,0.10,-10.36,68.22
20,17,2.50,1.00,0.10,1.00,1.25,15.87,1.17,1.00,0.85,11.36,0.07,-10.36,75.73
14,11,3.00,1.00,0.10,1.00,1.03,9.89,1.27,1.00,0.78,9.76,0.09,-8.76,38.80
15,11,3.00,1.00,0.10,1.00,1.37,9.86,1.36,1.00,0.73,10.22,0.12,-9.22,39.13
16,11,3.00,1.00,0.10,1.00,1.72,9.82,1.45,1.00,0.68,10.66,0.14,-9.66,39.12
17,11,3.00,1.00,0.10,1.00,2.06,9.79,1.54,1.00,0.64,11.08,0.17,-10.08,38.95
18,11,3.00,1.00,0.10,1.00,2.41,9.75,1.63,1.00,0.61,11.48,0.19,-10.48,38.46
19,11,3.00,1.00,0.10,1.00,2.75,9.72,1.72,1.00,0.57,11.87,0.22,-10.87,37.88
20,11,3.00,1.00,0.10,1.00,3.10,9.68,1.81,1.00,0.55,12.24,0.24,-11.24,36.97
15,12,3.00,1.00,0.10,1.00,1.03,10.89,1.25,1.00,0.80,10.22,0.08,-9.22,45.45
16,12,3.00,1.00,0.10,1.00,1.37,10.86,1.33,1.00,0.75,10.66,0.11,-9.66,45.83
17,12,3.00,1.00,0.10,1.00,1.72,10.82,1.41,1.00,0.70,11.08,0.13,-10.08,45.86
18,12,3.00,1.00,0.10,1.00,2.06,10.79,1.50,1.00,0.66,11.48,0.16,-10.48,45.74
19,12,3.00,1.00,0.10,1.00,2.41,10.75,1.58,1.00,0.63,11.87,0.18,-10.87,45.32
20,12,3.00,1.00,0.10,1.00,2.75,10.72,1.66,1.00,0.60,12.24,0.20,-11.24,44.79
16,13,3.00,1.00,0.10,1.00,1.03,11.89,1.23,1.00,0.81,10.66,0.07,-9.66,52.45
17,13,3.00,1.00,0.10,1.00,1.37,11.86,1.30,1.00,0.76,11.08,0.10,-10.08,52.86
18,13,3.00,1.00,0.10,1.00,1.72,11.82,1.38,1.00,0.72,11.48,0.12,-10.48,52.92
19,13,3.00,1.00,0.10,1.00,2.06,11.79,1.46,1.00,0.68,11.87,0.14,-10.87,52.88
20,13,3.00,1.00,0.10,1.00,2.41,11.75,1.53,1.00,0.65,12.24,0.17,-11.24,52.49
17,14,3.00,1.00,0.10,1.00,1.03,12.89,1.21,1.00,0.82,11.08,0.07,-10.08,59.77
18,14,3.00,1.00,0.10,1.00,1.37,12.86,1.28,1.00,0.77,11.48,0.09,-10.48,60.20
19,14,3.00,1.00,0.10,1.00,1.72,12.82,1.35,1.00,0.73,11.87,0.11,-10.87,60.32
20,14,3.00,1.00,0.10,1.00,2.06,12.79,1.42,1.00,0.70,12.24,0.13,-11.24,60.30
18,15,3.00,1.00,0.10,1.00,1.03,13.89,1.20,1.00,0.83,11.48,0.06,-10.48,67.38
19,15,3.00,1.00,0.10,1.00,1.37,13.86,1.26,1.00,0.78,11.87,0.08,-10.87,67.88
20,15,3.00,1.00,0.10,1.00,1.72,13.82,1.33,1.00,0.75,12.24,0.11,-11.24,68.00
19,16,3.00,1.00,0.10,1.00,1.03,14.89,1.18,1.00,0.84,11.87,0.06,-10.87,75.32
20,16,3.00,1.00,0.10,1.00,1.37,14.86,1.25,1.00,0.80,12.24,0.08,-11.24,75.81
20,17,3.00,1.00,0.10,1.00,1.03,15.89,1.17,1.00,0.85,12.24,0.06,-11.24,83.51
11,14,1.50,0.10,0.30,1.00,5.91,11.22,0.78,6.08,1.27,3.66,0.34,2.42,-6.42
11,15,1.50,0.10,0.30,1.00,5.85,12.24,0.73,6.25,1.36,3.66,0.32,2.58,-8.27
11,16,1.50,0.10,0.30,1.00,5.78,13.26,0.68,6.40,1.45,3.66,0.30,2.73,-10.24
12,16,1.50,0.10,0.30,1.00,6.46,13.06,0.75,6.40,1.33,3.75,0.33,2.65,-8.74
11,17,1.50,0.10,0.30,1.00,5.71,14.28,0.64,6.53,1.54,3.66,0.28,2.87,-12.29
12,17,1.50,0.10,0.30,1.00,6.39,14.08,0.70,6.53,1.41,3.75,0.31,2.78,-10.68
13,17,1.50,0.10,0.30,1.00,7.07,13.87,0.76,6.53,1.30,3.82,0.33,2.71,-9.21
11,18,1.50,0.10,0.30,1.00,5.64,15.30,0.61,6.66,1.63,3.66,0.26,3.00,-14.49
12,18,1.50,0.10,0.30,1.00,6.32,15.10,0.66,6.66,1.50,3.75,0.29,2.91,-12.77
13,18,1.50,0.10,0.30,1.00,7.00,14.89,0.72,6.66,1.38,3.82,0.31,2.84,-11.20
14,18,1.50,0.10,0.30,1.00,7.68,14.69,0.77,6.66,1.28,3.88,0.34,2.77,-9.74
11,19,1.50,0.10,0.30,1.00,5.57,16.32,0.57,6.78,1.72,3.66,0.25,3.11,-16.77
12,19,1.50,0.10,0.30,1.00,6.25,16.12,0.63,6.78,1.58,3.75,0.27,3.03,-14.95
13,19,1.50,0.10,0.30,1.00,6.93,15.91,0.68,6.78,1.46,3.82,0.30,2.96,-13.29
14,19,1.50,0.10,0.30,1.00,7.61,15.71,0.73,6.78,1.35,3.88,0.32,2.89,-11.74
15,19,1.50,0.10,0.30,1.00,8.29,15.51,0.78,6.78,1.26,3.94,0.34,2.83,-10.25
11,20,1.50,0.10,0.30,1.00,5.51,17.34,0.55,6.89,1.81,3.66,0.24,3.22,-19.10
12,20,1.50,0.10,0.30,1.00,6.19,17.14,0.60,6.89,1.66,3.75,0.26,3.14,-17.19
13,20,1.50,0.10,0.30,1.00,6.87,16.93,0.65,6.89,1.53,3.82,0.28,3.07,-15.44
14,20,1.50,0.10,0.30,1.00,7.55,16.73,0.70,6.89,1.42,3.88,0.31,3.00,-13.81
15,20,1.50,0.10,0.30,1.00,8.23,16.53,0.75,6.89,1.33,3.94,0.33,2.94,-12.24
11,11,2.00,0.10,0.30,1.00,4.56,8.62,1.00,5.50,1.00,4.40,0.34,1.10,-2.23
11,12,2.00,0.10,0.30,1.00,4.51,9.64,0.91,5.71,1.09,4.40,0.31,1.31,-3.36
12,12,2.00,0.10,0.30,1.00,5.02,9.49,1.00,5.71,1.00,4.52,0.34,1.18,-2.65
11,13,2.00,0.10,0.30,1.00,4.46,10.65,0.84,5.90,1.18,4.40,0.29,1.50,-4.64
12,13,2.00,0.10,0.30,1.00,4.97,10.50,0.92,5.90,1.08,4.52,0.32,1.38,-3.81
13,13,2.00,0.10,0.30,1.00,5.48,10.35,1.00,5.90,1.00,4.64,0.34,1.26,-3.06
11,14,2.00,0.10,0.30,1.00,4.41,11.67,0.78,6.08,1.27,4.40,0.27,1.68,-6.09
12,14,2.00,0.10,0.30,1.00,4.92,11.52,0.85,6.08,1.16,4.52,0.29,1.55,-5.14
13,14,2.00,0.10,0.30,1.00,5.43,11.37,0.92,6.08,1.07,4.64,0.32,1.44,-4.27
14,14,2.00,0.10,0.30,1.00,5.93,11.21,1.00,6.08,1.00,4.74,0.34,1.34,-3.53
11,15,2.00,0.10,0.30,1.00,4.36,12.69,0.73,6.25,1.36,4.40,0.25,1.85,-7.70
12,15,2.00,0.10,0.30,1.00,4.87,12.53,0.80,6.25,1.25,4.52,0.27,1.72,-6.62
13,15,2.00,0.10,0.30,1.00,5.38,12.38,0.86,6.25,1.15,4.64,0.30,1.60,-5.63
14,15,2.00,0.10,0.30,1.00,5.88,12.23,0.93,6.25,1.07,4.74,0.32,1.50,-4.79
15,15,2.00,0.10,0.30,1.00,6.39,12.08,1.00,6.25,1.00,4.83,0.34,1.41,-4.03
11,16,2.00,0.10,0.30,1.00,4.31,13.70,0.68,6.40,1.45,4.40,0.23,2.00,-9.39
12,16,2.00,0.10,0.30,1.00,4.82,13.55,0.75,6.40,1.33,4.52,0.26,1.87,-8.20
13,16,2.00,0.10,0.30,1.00,5.32,13.40,0.81,6.40,1.23,4.64,0.28,1.75,-7.11
14,16,2.00,0.10,0.30,1.00,5.83,13.24,0.87,6.40,1.14,4.74,0.30,1.65,-6.15
15,16,2.00,0.10,0.30,1.00,6.34,13.09,0.93,6.40,1.06,4.83,0.32,1.56,-5.29
16,16,2.00,0.10,0.30,1.00,6.85,12.94,1.00,6.40,1.00,4.92,0.34,1.47,-4.50
11,17,2.00,0.10,0.30,1.00,4.26,14.72,0.64,6.53,1.54,4.40,0.22,2.13,-11.13
12,17,2.00,0.10,0.30,1.00,4.77,14.56,0.70,6.53,1.41,4.52,0.24,2.01,-9.83
13,17,2.00,0.10,0.30,1.00,5.27,14.41,0.76,6.53,1.30,4.64,0.26,1.89,-8.63
14,17,2.00,0.10,0.30,1.00,5.78,14.26,0.82,6.53,1.21,4.74,0.28,1.79,-7.58
15,17,2.00,0.10,0.30,1.00,6.29,14.11,0.88,6.53,1.13,4.83,0.30,1.69,-6.64
16,17,2.00,0.10,0.30,1.00,6.80,13.95,0.94,6.53,1.06,4.92,0.32,1.61,-5.75
17,17,2.00,0.10,0.30,1.00,7.30,13.80,1.00,6.53,1.00,5.00,0.34,1.53,-4.97
11,18,2.00,0.10,0.30,1.00,4.21,15.73,0.61,6.66,1.63,4.40,0.21,2.26,-13.01
12,18,2.00,0.10,0.30,1.00,4.72,15.58,0.66,6.66,1.50,4.52,0.23,2.13,-11.62
13,18,2.00,0.10,0.30,1.00,5.22,15.43,0.72,6.66,1.38,4.64,0.25,2.02,-10.31
14,18,2.00,0.10,0.30,1.00,5.73,15.27,0.77,6.66,1.28,4.74,0.27,1.92,-9.15
15,18,2.00,0.10,0.30,1.00,6.24,15.12,0.83,6.66,1.20,4.83,0.29,1.82,-8.12
16,18,2.00,0.10,0.30,1.00,6.75,14.97,0.88,6.66,1.12,4.92,0.31,1.74,-7.15
17,18,2.00,0.10,0.30,1.00,7.25,14.82,0.94,6.66,1.05,5.00,0.32,1.66,-6.28
18,18,2.00,0.10,0.30,1.00,7.76,14.67,1.00,6.66,1.00,5.07,0.34,1.59,-5.49
11,19,2.00,0.10,0.30,1.00,4.16,16.75,0.57,6.78,1.72,4.40,0.19,2.38,-14.98
12,19,2.00,0.10,0.30,1.00,4.67,16.59,0.63,6.78,1.58,4.52,0.21,2.25,-13.46
13,19,2.00,0.10,0.30,1.00,5.17,16.44,0.68,6.78,1.46,4.64,0.23,2.14,-12.05
14,19,2.00,0.10,0.30,1.00,5.68,16.29,0.73,6.78,1.35,4.74,0.25,2.03,-10.82
15,19,2.00,0.10,0.30,1.00,6.19,16.14,0.78,6.78,1.26,4.83,0.27,1.94,-9.70
16,19,2.00,0.10,0.30,1.00,6.70,15.98,0.84,6.78,1.18,4.92,0.29,1.86,-8.63
17,19,2.00,0.10,0.30,1.00,7.20,15.83,0.89,6.78,1.11,5.00,0.31,1.78,-7.68
18,19,2.00,0.10,0.30,1.00,7.71,15.68,0.94,6.78,1.05,5.07,0.32,1.71,-6.81
19,19,2.00,0.10,0.30,1.00,8.22,15.53,1.00,6.78,1.00,5.13,0.34,1.65,-6.03
11,20,2.00,0.10,0.30,1.00,4.11,17.76,0.55,6.89,1.81,4.40,0.18,2.49,-16.99
12,20,2.00,0.10,0.30,1.00,4.61,17.61,0.60,6.89,1.66,4.52,0.20,2.36,-15.40
13,20,2.00,0.10,0.30,1.00,5.12,17.46,0.65,6.89,1.53,4.64,0.22,2.25,-13.88
14,20,2.00,0.10,0.30,1.00,5.63,17.30,0.70,6.89,1.42,4.74,0.24,2.15,-12.54
15,20,2.00,0.10,0.30,1.00,6.14,17.15,0.75,6.89,1.33,4.83,0.26,2.05,-11.34
16,20,2.00,0.10,0.30,1.00,6.64,17.00,0.80,6.89,1.25,4.92,0.28,1.97,-10.20
17,20,2.00,0.10,0.30,1.00,7.15,16.85,0.85,6.89,1.17,5.00,0.29,1.89,-9.16
18,20,2.00,0.10,0.30,1.00,7.66,16.70,0.90,6.89,1.11,5.07,0.31,1.82,-8.22
19,20,2.00,0.10,0.30,1.00,8.17,16.54,0.95,6.89,1.05,5.13,0.33,1.76,-7.36
20,20,2.00,0.10,0.30,1.00,8.68,16.39,1.00,6.89,1.00,5.19,0.34,1.70,-6.55
11,11,2.50,0.10,0.30,1.00,3.64,8.90,1.00,5.50,1.00,5.00,0.29,0.50,-1.31
12,11,2.50,0.10,0.30,1.00,4.04,8.78,1.09,5.50,0.91,5.17,0.31,0.32,-0.78
13,11,2.50,0.10,0.30,1.00,4.45,8.66,1.18,5.50,0.84,5.32,0.33,0.17,-0.37
11,12,2.50,0.10,0.30,1.00,3.60,9.91,0.91,5.71,1.09,5.00,0.26,0.71,-2.24
12,12,2.50,0.10,0.30,1.00,4.00,9.79,1.00,5.71,1.00,5.17,0.29,0.54,-1.56
13,12,2.50,0.10,0.30,1.00,4.41,9.67,1.08,5.71,0.92,5.32,0.31,0.38,-1.02
14,12,2.50,0.10,0.30,1.00,4.81,9.55,1.16,5.71,0.85,5.46,0.33,0.24,-0.59
11,13,2.50,0.10,0.30,1.00,3.56,10.93,0.84,5.90,1.18,5.00,0.24,0.90,-3.31
12,13,2.50,0.10,0.30,1.00,3.96,10.80,0.92,5.90,1.08,5.17,0.26,0.73,-2.49
13,13,2.50,0.10,0.30,1.00,4.37,10.68,1.00,5.90,1.00,5.32,0.29,0.58,-1.82
14,13,2.50,0.10,0.30,1.00,4.77,10.56,1.07,5.90,0.92,5.46,0.31,0.44,-1.27
15,13,2.50,0.10,0.30,1.00,5.18,10.44,1.15,5.90,0.86,5.59,0.33,0.31,-0.81
11,14,2.50,0.10,0.30,1.00,3.52,11.94,0.78,6.08,1.27,5.00,0.22,1.08,-4.54
12,14,2.50,0.10,0.30,1.00,3.92,11.82,0.85,6.08,1.16,5.17,0.24,0.91,-3.59
13,14,2.50,0.10,0.30,1.00,4.33,11.70,0.92,6.08,1.07,5.32,0.27,0.75,-2.80
14,14,2.50,0.10,0.30,1.00,4.73,11.57,1.00,6.08,1.00,5.46,0.29,0.61,-2.12
15,14,2.50,0.10,0.30,1.00,5.14,11.45,1.07,6.08,0.93,5.59,0.30,0.48,-1.54
16,14,2.50,0.10,0.30,1.00,5.54,11.33,1.14,6.08,0.87,5.71,0.32,0.37,-1.07
17,14,2.50,0.10,0.30,1.00,5.95,11.21,1.21,6.08,0.82,5.82,0.34,0.26,-0.68
11,15,2.50,0.10,0.30,1.00,3.48,12.95,0.73,6.25,1.36,5.00,0.21,1.25,-5.91
12,15,2.50,0.10,0.30,1.00,3.88,12.83,0.80,6.25,1.25,5.17,0.23,1.07,-4.83
13,15,2.50,0.10,0.30,1.00,4.29,12.71,0.86,6.25,1.15,5.32,0.25,0.92,-3.91
14,15,2.50,0.10,0.30,1.00,4.69,12.59,0.93,6.25,1.07,5.46,0.27,0.78,-3.12
15,15,2.50,0.10,0.30,1.00,5.10,12.46,1.00,6.25,1.00,5.59,0.29,0.65,-2.42
16,15,2.50,0.10,0.30,1.00,5.50,12.34,1.06,6.25,0.93,5.71,0.30,0.53,-1.84
17,15,2.50,0.10,0.30,1.00,5.91,12.22,1.13,6.25,0.88,5.82,0.32,0.42,-1.35
18,15,2.50,0.10,0.30,1.00,6.31,12.10,1.20,6.25,0.83,5.92,0.34,0.32,-0.95
11,16,2.50,0.10,0.30,1.00,3.44,13.96,0.68,6.40,1.45,5.00,0.19,1.40,-7.36
12,16,2.50,0.10,0.30,1.00,3.84,13.84,0.75,6.40,1.33,5.17,0.21,1.22,-6.15
13,16,2.50,0.10,0.30,1.00,4.25,13.72,0.81,6.40,1.23,5.32,0.23,1.07,-5.11
14,16,2.50,0.10,0.30,1.00,4.65,13.60,0.87,6.40,1.14,5.46,0.25,0.93,-4.20
15,16,2.50,0.10,0.30,1.00,5.06,13.48,0.93,6.40,1.06,5.59,0.27,0.80,-3.41
16,16,2.50,0.10,0.30,1.00,5.46,13.36,1.00,6.40,1.00,5.71,0.29,0.68,-2.72
17,16,2.50,0.10,0.30,1.00,5.87,13.23,1.06,6.40,0.94,5.82,0.30,0.57,-2.13
18,16,2.50,0.10,0.30,1.00,6.27,13.11,1.12,6.40,0.88,5.92,0.32,0.47,-1.64
19,16,2.50,0.10,0.30,1.00,6.68,12.99,1.18,6.40,0.84,6.01,0.33,0.38,-1.23
11,17,2.50,0.10,0.30,1.00,3.40,14.97,0.64,6.53,1.54,5.00,0.18,1.53,-8.85
12,17,2.50,0.10,0.30,1.00,3.80,14.85,0.70,6.53,1.41,5.17,0.20,1.36,-7.51
13,17,2.50,0.10,0.30,1.00,4.21,14.73,0.76,6.53,1.30,5.32,0.22,1.21,-6.36
14,17,2.50,0.10,0.30,1.00,4.61,14.61,0.82,6.53,1.21,5.46,0.23,1.06,-5.35
15,17,2.50,0.10,0.30,1.00,5.02,14.49,0.88,6.53,1.13,5.59,0.25,0.94,-4.45
16,17,2.50,0.10,0.30,1.00,5.42,14.37,0.94,6.53,1.06,5.71,0.27,0.82,-3.66
17,17,2.50,0.10,0.30,1.00,5.82,14.25,1.00,6.53,1.00,5.82,0.28,0.71,-2.99
18,17,2.50,0.10,0.30,1.00,6.23,14.12,1.05,6.53,0.94,5.92,0.30,0.61,-2.40
19,17,2.50,0.10,0.30,1.00,6.63,14.00,1.11,6.53,0.89,6.01,0.32,0.52,-1.91
20,17,2.50,0.10,0.30,1.00,7.04,13.88,1.17,6.53,0.85,6.09,0.33,0.44,-1.50
11,18,2.50,0.10,0.30,1.00,3.36,15.99,0.61,6.66,1.63,5.00,0.17,1.66,-10.48
12,18,2.50,0.10,0.30,1.00,3.76,15.87,0.66,6.66,1.50,5.17,0.19,1.49,-9.02
13,18,2.50,0.10,0.30,1.00,4.17,15.74,0.72,6.66,1.38,5.32,0.20,1.33,-7.75
14,18,2.50,0.10,0.30,1.00,4.57,15.62,0.77,6.66,1.28,5.46,0.22,1.19,-6.63
15,18,2.50,0.10,0.30,1.00,4.97,15.50,0.83,6.66,1.20,5.59,0.24,1.06,-5.63
16,18,2.50,0.10,0.30,1.00,5.38,15.38,0.88,6.66,1.12,5.71,0.25,0.95,-4.75
17,18,2.50,0.10,0.30,1.00,5.78,15.26,0.94,6.66,1.05,5.82,0.27,0.84,-3.98
18,18,2.50,0.10,0.30,1.00,6.19,15.14,1.00,6.66,1.00,5.92,0.29,0.74,-3.31
19,18,2.50,0.10,0.30,1.00,6.59,15.02,1.05,6.66,0.94,6.01,0.30,0.65,-2.73
20,18,2.50,0.10,0.30,1.00,7.00,14.89,1.11,6.66,0.90,6.09,0.31,0.56,-2.24
11,19,2.50,0.10,0.30,1.00,3.31,17.00,0.57,6.78,1.72,5.00,0.16,1.78,-12.18
12,19,2.50,0.10,0.30,1.00,3.72,16.88,0.63,6.78,1.58,5.17,0.18,1.61,-10.59
13,19,2.50,0.10,0.30,1.00,4.12,16.76,0.68,6.78,1.46,5.32,0.19,1.45,-9.22
14,19,2.50,0.10,0.30,1.00,4.53,16.63,0.73,6.78,1.35,5.46,0.21,1.31,-7.98
15,19,2.50,0.10,0.30,1.00,4.93,16.51,0.78,6.78,1.26,5.59,0.22,1.18,-6.89
16,19,2.50,0.10,0.30,1.00,5.34,16.39,0.84,6.78,1.18,5.71,0.24,1.07,-5.91
17,19,2.50,0.10,0.30,1.00,5.74,16.27,0.89,6.78,1.11,5.82,0.26,0.96,-5.05
18,19,2.50,0.10,0.30,1.00,6.15,16.15,0.94,6.78,1.05,5.92,0.27,0.86,-4.30
19,19,2.50,0.10,0.30,1.00,6.55,16.03,1.00,6.78,1.00,6.01,0.29,0.77,-3.64
20,19,2.50,0.10,0.30,1.00,6.96,15.91,1.05,6.78,0.95,6.09,0.30,0.68,-3.08
11,20,2.50,0.10,0.30,1.00,3.27,18.01,0.55,6.89,1.81,5.00,0.15,1.89,-13.92
12,20,2.50,0.10,0.30,1.00,3.68,17.89,0.60,6.89,1.66,5.17,0.17,1.72,-12.22
13,20,2.50,0.10,0.30,1.00,4.08,17.77,0.65,6.89,1.53,5.32,0.18,1.56,-10.74
14,20,2.50,0.10,0.30,1.00,4.49,17.65,0.70,6.89,1.42,5.46,0.20,1.42,-9.40
15,20,2.50,0.10,0.30,1.00,4.89,17.53,0.75,6.89,1.33,5.59,0.21,1.29,-8.21
16,20,2.50,0.10,0.30,1.00,5.30,17.40,0.80,6.89,1.25,5.71,0.23,1.18,-7.13
17,20,2.50,0.10,0.30,1.00,5.70,17.28,0.85,6.89,1.17,5.82,0.24,1.07,-6.19
18,20,2.50,0.10,0.30,1.00,6.11,17.16,0.90,6.89,1.11,5.92,0.26,0.97,-5.35
19,20,2.50,0.10,0.30,1.00,6.51,17.04,0.95,6.89,1.05,6.01,0.27,0.88,-4.63
20,20,2.50,0.10,0.30,1.00,6.92,16.92,1.00,6.89,1.00,6.09,0.29,0.79,-4.00
11,11,3.00,0.10,0.30,1.00,3.03,9.09,1.00,5.50,1.00,5.50,0.25,0.00,0.00
12,11,3.00,0.10,0.30,1.00,3.36,8.98,1.09,5.50,0.91,5.71,0.27,-0.21,0.59
13,11,3.00,0.10,0.30,1.00,3.70,8.88,1.18,5.50,0.84,5.90,0.29,-0.40,1.03
14,11,3.00,0.10,0.30,1.00,4.04,8.78,1.27,5.50,0.78,6.08,0.31,-0.58,1.37
15,11,3.00,0.10,0.30,1.00,4.37,8.68,1.36,5.50,0.73,6.25,0.33,-0.75,1.61
11,12,3.00,0.10,0.30,1.00,2.99,10.10,0.91,5.71,1.09,5.50,0.22,0.21,-0.74
12,12,3.00,0.10,0.30,1.00,3.33,10.00,1.00,5.71,1.00,5.71,0.24,-8.88178419700125e-16,0.00
13,12,3.00,0.10,0.30,1.00,3.67,9.89,1.08,5.71,0.92,5.90,0.27,-0.19,0.59
14,12,3.00,0.10,0.30,1.00,4.00,9.79,1.16,5.71,0.85,6.08,0.29,-0.37,1.07
15,12,3.00,0.10,0.30,1.00,4.34,9.69,1.25,5.71,0.80,6.25,0.30,-0.53,1.44
16,12,3.00,0.10,0.30,1.00,4.68,9.59,1.33,5.71,0.75,6.40,0.32,-0.68,1.69
17,12,3.00,0.10,0.30,1.00,5.01,9.49,1.41,5.71,0.70,6.53,0.34,-0.82,1.83
11,13,3.00,0.10,0.30,1.00,2.96,11.11,0.84,5.90,1.18,5.50,0.21,0.40,-1.63
12,13,3.00,0.10,0.30,1.00,3.29,11.01,0.92,5.90,1.08,5.71,0.23,0.19,-0.73
13,13,3.00,0.10,0.30,1.00,3.63,10.90,1.00,5.90,1.00,5.90,0.24,0.00,0.00
14,13,3.00,0.10,0.30,1.00,3.97,10.80,1.07,5.90,0.92,6.08,0.26,-0.17,0.61
15,13,3.00,0.10,0.30,1.00,4.30,10.70,1.15,5.90,0.86,6.25,0.28,-0.34,1.12
16,13,3.00,0.10,0.30,1.00,4.64,10.60,1.23,5.90,0.81,6.40,0.30,-0.49,1.49
17,13,3.00,0.10,0.30,1.00,4.98,10.50,1.30,5.90,0.76,6.53,0.32,-0.62,1.73
